alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,Airfoil,CL/CD
8.0,1.4239,0.01469,0.00933,-0.0904,0.3192,0.9997,airfoil_0892,96.92988427501702
9.0,1.516,0.01582,0.01058,-0.0881,0.3113,0.9997,airfoil_0892,95.82806573957016
10.0,1.5966,0.01758,0.01239,-0.0846,0.3,0.9997,airfoil_0892,90.81911262798636
11.0,1.673,0.01966,0.01453,-0.0811,0.2854,0.9997,airfoil_0892,85.09664292980672
12.0,1.7449,0.02214,0.0171,-0.0776,0.2692,0.9997,airfoil_0892,78.81210478771455
13.0,1.8038,0.02563,0.02067,-0.0734,0.2496,0.9997,airfoil_0892,70.37846273897776
14.0,1.8457,0.03064,0.02574,-0.0685,0.2293,0.9997,airfoil_0892,60.23825065274151
15.0,1.872,0.03735,0.03254,-0.0638,0.2048,0.9997,airfoil_0892,50.12048192771084
-5.0,0.0973,0.00821,0.00266,-0.1533,0.8175,0.1076,airfoil_0893,11.851400730816078
-4.0,0.2126,0.00781,0.00225,-0.1533,0.7926,0.142,airfoil_0893,27.221510883482715
-3.0,0.3278,0.00746,0.00198,-0.1535,0.7678,0.1857,airfoil_0893,43.94101876675603
-2.0,0.4417,0.00728,0.00183,-0.1533,0.7405,0.238,airfoil_0893,60.67307692307692
-1.0,0.5553,0.00714,0.00182,-0.1531,0.711,0.3036,airfoil_0893,77.77310924369749
0.0,0.667,0.00715,0.0019,-0.1525,0.6787,0.3762,airfoil_0893,93.2867132867133
1.0,0.776,0.00726,0.00211,-0.1515,0.6418,0.456,airfoil_0893,106.8870523415978
2.0,0.8838,0.00741,0.00244,-0.1502,0.6074,0.5632,airfoil_0893,119.27125506072875
3.0,0.984,0.00742,0.00295,-0.1474,0.5636,0.8011,airfoil_0893,132.61455525606468
4.0,1.0826,0.00775,0.00345,-0.144,0.5208,0.9997,airfoil_0893,139.69032258064516
5.0,1.172,0.00866,0.00411,-0.1392,0.4629,0.9997,airfoil_0893,135.3348729792148
6.0,1.2528,0.00992,0.0051,-0.1329,0.4006,0.9997,airfoil_0893,126.29032258064515
7.0,1.3286,0.01157,0.00643,-0.1262,0.3299,0.9997,airfoil_0893,114.8314606741573
8.0,1.3962,0.01371,0.00827,-0.1187,0.2594,0.9997,airfoil_0893,101.83807439824946
9.0,1.4522,0.01661,0.01082,-0.1101,0.1881,0.9997,airfoil_0893,87.42925948223962
10.0,1.5006,0.02018,0.01412,-0.1014,0.1305,0.9997,airfoil_0893,74.3607532210109
11.0,1.5431,0.02446,0.01823,-0.093,0.0903,0.9997,airfoil_0893,63.086672117743255
12.0,1.5842,0.02926,0.02301,-0.0856,0.0674,0.9997,airfoil_0893,54.14217361585783
13.0,1.6202,0.03496,0.02878,-0.0791,0.0534,0.9997,airfoil_0893,46.34439359267735
14.0,1.6501,0.04175,0.0357,-0.0735,0.0453,0.9997,airfoil_0893,39.523353293413166
15.0,1.6721,0.04985,0.04399,-0.0688,0.0397,0.9997,airfoil_0893,33.54262788365095
-5.0,-0.4653,0.00902,0.00342,-0.0231,0.992,0.0337,airfoil_0891,-51.58536585365854
-4.0,-0.3233,0.00788,0.0024,-0.0294,0.9824,0.0682,airfoil_0891,-41.02791878172589
-3.0,-0.1987,0.00672,0.00169,-0.032,0.9615,0.182,airfoil_0891,-29.56845238095238
-2.0,-0.0897,0.00573,0.00123,-0.0308,0.9189,0.3602,airfoil_0891,-15.654450261780106
-1.0,0.0159,0.00487,0.00097,-0.0289,0.8564,0.5995,airfoil_0891,3.264887063655031
0.0,0.1197,0.00443,0.00092,-0.0262,0.7627,0.8146,airfoil_0891,27.020316027088036
1.0,0.2227,0.00463,0.00106,-0.0229,0.6465,0.9504,airfoil_0891,48.09935205183586
2.0,0.3587,0.00534,0.0013,-0.0277,0.5132,0.9919,airfoil_0891,67.17228464419476
3.0,0.4876,0.00616,0.00162,-0.0314,0.3761,1.0,airfoil_0891,79.15584415584415
4.0,0.5841,0.00758,0.00224,-0.0285,0.1831,1.0,airfoil_0891,77.05804749340369
5.0,0.6817,0.00911,0.0032,-0.0256,0.0624,1.0,airfoil_0891,74.82985729967069
6.0,0.7845,0.01034,0.00433,-0.0235,0.0326,1.0,airfoil_0891,75.87040618955513
7.0,0.8871,0.01181,0.00584,-0.0214,0.0206,1.0,airfoil_0891,75.1143099068586
8.0,0.9873,0.01362,0.00778,-0.0191,0.0145,1.0,airfoil_0891,72.48898678414096
9.0,1.0819,0.01606,0.01047,-0.016,0.0112,1.0,airfoil_0891,67.36612702366126
10.0,1.1628,0.01996,0.01478,-0.0112,0.0096,1.0,airfoil_0891,58.25651302605211
11.0,1.234,0.02438,0.01973,-0.0058,0.0087,1.0,airfoil_0891,50.61525840853159
12.0,1.2758,0.03,0.02592,0.0023,0.008,1.0,airfoil_0891,42.52666666666667
13.0,1.2606,0.03988,0.03643,0.0096,0.0075,1.0,airfoil_0891,31.609829488465397
14.0,1.1933,0.06337,0.06072,-0.0014,0.0074,1.0,airfoil_0891,18.830676976487297
15.0,1.1192,0.09547,0.09335,-0.0211,0.0075,1.0,airfoil_0891,11.723054362627003
-5.0,-0.2567,0.00842,0.003,-0.0792,0.9654,0.0591,airfoil_0898,-30.48693586698337
-4.0,-0.1423,0.00733,0.00218,-0.0793,0.9495,0.1294,airfoil_0898,-19.413369713506142
-3.0,-0.0318,0.00644,0.00164,-0.0785,0.9278,0.2408,airfoil_0898,-4.937888198757764
-2.0,0.0805,0.00576,0.00129,-0.078,0.9039,0.3684,airfoil_0898,13.975694444444445
-1.0,0.193,0.00527,0.00112,-0.0775,0.8726,0.4982,airfoil_0898,36.6223908918406
0.0,0.3049,0.00502,0.00108,-0.0767,0.8275,0.6213,airfoil_0898,60.73705179282869
1.0,0.4154,0.00492,0.00114,-0.0755,0.765,0.7285,airfoil_0898,84.4308943089431
2.0,0.5093,0.00524,0.00144,-0.0705,0.5917,0.9468,airfoil_0898,97.19465648854961
3.0,0.6256,0.00629,0.00188,-0.0713,0.4346,0.9999,airfoil_0898,99.45945945945947
4.0,0.7248,0.00789,0.00261,-0.0688,0.24,0.9999,airfoil_0898,91.86311787072243
5.0,0.8243,0.0096,0.00365,-0.0664,0.0975,0.9999,airfoil_0898,85.86458333333334
6.0,0.9269,0.01099,0.00478,-0.0644,0.0486,0.9999,airfoil_0898,84.3403093721565
7.0,1.028,0.01247,0.0062,-0.062,0.0279,0.9999,airfoil_0898,82.43785084202085
8.0,1.1251,0.01425,0.00804,-0.0589,0.0205,0.9999,airfoil_0898,78.95438596491228
9.0,1.2166,0.01638,0.01032,-0.055,0.0161,0.9999,airfoil_0898,74.27350427350427
10.0,1.3028,0.01868,0.01284,-0.0504,0.0132,0.9999,airfoil_0898,69.74304068522484
11.0,1.3696,0.02209,0.0166,-0.043,0.0113,0.9999,airfoil_0898,62.00090538705297
12.0,1.4187,0.0257,0.02053,-0.0335,0.0101,0.9999,airfoil_0898,55.202334630350194
13.0,1.426,0.03282,0.02819,-0.0221,0.0093,0.9999,airfoil_0898,43.44911639244363
14.0,1.4326,0.04133,0.03725,-0.0157,0.0088,0.9999,airfoil_0898,34.66247278006291
15.0,1.4064,0.05607,0.05262,-0.0158,0.0084,0.9999,airfoil_0898,25.082932049224183
-4.0,0.0848,0.01188,0.00682,-0.0893,0.7436,0.0187,airfoil_0896,7.138047138047138
-3.0,0.1933,0.01039,0.00458,-0.0876,0.649,0.0216,airfoil_0896,18.604427333974975
-2.0,0.3007,0.00948,0.00303,-0.086,0.5312,0.0261,airfoil_0896,31.719409282700422
-1.0,0.4073,0.0095,0.00237,-0.0844,0.3878,0.0334,airfoil_0896,42.873684210526314
0.0,0.5161,0.00984,0.00229,-0.0834,0.2948,0.0466,airfoil_0896,52.44918699186992
1.0,0.6274,0.01002,0.00233,-0.0829,0.2661,0.0688,airfoil_0896,62.61477045908184
2.0,0.7386,0.01029,0.00259,-0.0823,0.2534,0.1104,airfoil_0896,71.77842565597668
4.0,0.9561,0.00949,0.00363,-0.0811,0.2398,0.9999,airfoil_0896,100.7481559536354
5.0,1.0645,0.01015,0.00428,-0.0803,0.2356,0.9999,airfoil_0896,104.8768472906404
6.0,1.1721,0.01083,0.005,-0.0794,0.2305,0.9999,airfoil_0896,108.22714681440443
7.0,1.2746,0.01193,0.0061,-0.0778,0.223,0.9999,airfoil_0896,106.83989941324393
8.0,1.3807,0.01254,0.00687,-0.0769,0.2179,0.9999,airfoil_0896,110.103668261563
9.0,1.4825,0.01337,0.00778,-0.0754,0.2068,0.9999,airfoil_0896,110.88257292445773
10.0,1.5859,0.01392,0.00847,-0.0741,0.1931,0.9999,airfoil_0896,113.92959770114943
11.0,1.6792,0.01511,0.00962,-0.0715,0.1537,0.9999,airfoil_0896,111.13170086035738
12.0,1.686,0.0213,0.0151,-0.057,0.04,0.9999,airfoil_0896,79.15492957746478
13.0,1.7039,0.02706,0.02096,-0.0473,0.0184,0.9999,airfoil_0896,62.96747967479674
14.0,1.7101,0.03521,0.02945,-0.041,0.0132,0.9999,airfoil_0896,48.56858846918489
15.0,1.6911,0.04841,0.04311,-0.0398,0.0111,0.9999,airfoil_0896,34.932865110514356
-5.0,0.107,0.01119,0.00631,-0.1308,0.797,0.0213,airfoil_0894,9.562109025915996
-4.0,0.2182,0.00949,0.00399,-0.1299,0.7427,0.024,airfoil_0894,22.992623814541624
-3.0,0.3288,0.00873,0.0028,-0.1288,0.6701,0.0281,airfoil_0894,37.66323024054983
-2.0,0.4388,0.00836,0.00207,-0.1278,0.5911,0.0386,airfoil_0894,52.48803827751197
-1.0,0.5477,0.00856,0.0019,-0.1268,0.5015,0.0583,airfoil_0894,63.98364485981308
0.0,0.6573,0.00886,0.00193,-0.126,0.435,0.0864,airfoil_0894,74.18735891647856
1.0,0.7679,0.00909,0.00212,-0.1256,0.4005,0.1444,airfoil_0894,84.47744774477447
2.0,0.8724,0.00784,0.00265,-0.1244,0.3811,0.9763,airfoil_0894,111.27551020408163
5.0,1.2017,0.0095,0.00409,-0.1229,0.3476,0.9998,airfoil_0894,126.49473684210527
6.0,1.3085,0.01013,0.00474,-0.122,0.3368,0.9998,airfoil_0894,129.17077986179663
7.0,1.4142,0.01073,0.00543,-0.1209,0.3226,0.9998,airfoil_0894,131.7986952469711
8.0,1.5176,0.01138,0.00612,-0.1195,0.2951,0.9998,airfoil_0894,133.35676625659053
9.0,1.6098,0.01265,0.00727,-0.1164,0.2424,0.9998,airfoil_0894,127.25691699604742
10.0,1.6328,0.01764,0.01129,-0.1025,0.0837,0.9998,airfoil_0894,92.56235827664399
11.0,1.6545,0.02261,0.01604,-0.0904,0.029,0.9998,airfoil_0894,73.17558602388324
12.0,1.6827,0.02798,0.0216,-0.0819,0.0185,0.9998,airfoil_0894,60.13938527519657
13.0,1.6956,0.03578,0.02969,-0.0752,0.0143,0.9998,airfoil_0894,47.38960313024036
14.0,1.6937,0.04666,0.04095,-0.0714,0.0122,0.9998,airfoil_0894,36.29875696528075
15.0,1.6568,0.06379,0.05854,-0.0711,0.0109,0.9998,airfoil_0894,25.972722997335005
-5.0,-0.5449,0.00831,0.00312,-0.007,0.9335,0.2262,airfoil_0895,-65.57160048134779
-4.0,-0.4386,0.00755,0.00251,-0.005,0.8887,0.2913,airfoil_0895,-58.09271523178808
-3.0,-0.3304,0.007,0.00206,-0.0034,0.8288,0.3657,airfoil_0895,-47.2
-2.0,-0.2209,0.00666,0.00174,-0.0021,0.7567,0.4431,airfoil_0895,-33.16816816816817
0.0,0.0,0.00636,0.00151,-0.0,0.6058,0.6058,airfoil_0895,0.0
2.0,0.2209,0.00666,0.00174,0.0021,0.4431,0.7567,airfoil_0895,33.16816816816817
3.0,0.3304,0.007,0.00206,0.0034,0.3656,0.8288,airfoil_0895,47.2
4.0,0.4387,0.00755,0.00251,0.005,0.2912,0.8887,airfoil_0895,58.10596026490066
5.0,0.545,0.00831,0.00312,0.007,0.2262,0.9335,airfoil_0895,65.58363417569194
6.0,0.6512,0.00931,0.0039,0.0089,0.165,0.9682,airfoil_0895,69.94629430719655
7.0,0.7771,0.01062,0.00494,0.0061,0.1129,0.9844,airfoil_0895,73.17325800376649
8.0,0.9147,0.01202,0.00615,0.0005,0.0786,0.993,airfoil_0895,76.0981697171381
10.0,1.1224,0.01492,0.00898,0.0027,0.0502,1.0,airfoil_0895,75.22788203753352
11.0,1.186,0.01631,0.01045,0.0119,0.0431,1.0,airfoil_0895,72.71612507664008
12.0,1.25,0.01813,0.01235,0.0201,0.037,1.0,airfoil_0895,68.94649751792609
13.0,1.3068,0.02071,0.01507,0.0277,0.0325,1.0,airfoil_0895,63.09995171414776
14.0,1.3516,0.02475,0.01931,0.034,0.0294,1.0,airfoil_0895,54.610101010101005
15.0,1.3833,0.03089,0.0257,0.0377,0.0269,1.0,airfoil_0895,44.781482680479115
-5.0,-0.5459,0.00856,0.00328,-0.0065,0.8561,0.2704,airfoil_0900,-63.77336448598132
-4.0,-0.4389,0.00805,0.00275,-0.0047,0.7982,0.319,airfoil_0900,-54.52173913043479
-3.0,-0.331,0.00766,0.00237,-0.0032,0.7314,0.3795,airfoil_0900,-43.21148825065274
-2.0,-0.2211,0.00743,0.00211,-0.002,0.6695,0.4292,airfoil_0900,-29.75773889636608
-1.0,-0.1106,0.00729,0.00196,-0.001,0.6111,0.4869,airfoil_0900,-15.171467764060358
0.0,0.0,0.00725,0.00191,-0.0,0.5482,0.5481,airfoil_0900,0.0
1.0,0.1106,0.00729,0.00196,0.001,0.4869,0.6112,airfoil_0900,15.171467764060358
2.0,0.2211,0.00743,0.00211,0.002,0.4292,0.6695,airfoil_0900,29.75773889636608
3.0,0.3311,0.00766,0.00237,0.0032,0.3795,0.7314,airfoil_0900,43.224543080939945
4.0,0.439,0.00805,0.00275,0.0047,0.3189,0.7982,airfoil_0900,54.53416149068323
5.0,0.546,0.00856,0.00328,0.0065,0.2703,0.856,airfoil_0900,63.78504672897197
6.0,0.6503,0.0093,0.00395,0.0088,0.2212,0.9038,airfoil_0900,69.92473118279571
7.0,0.7505,0.01024,0.00478,0.0118,0.178,0.9421,airfoil_0900,73.29101562499999
8.0,0.8541,0.0114,0.00583,0.0139,0.1457,0.9728,airfoil_0900,74.92105263157895
9.0,0.9823,0.01286,0.00713,0.0102,0.1136,0.9857,airfoil_0900,76.38413685847588
10.0,1.1101,0.0146,0.00873,0.006,0.0878,0.9948,airfoil_0900,76.03424657534246
11.0,1.1866,0.01614,0.01026,0.0116,0.0747,1.0,airfoil_0900,73.51920693928129
12.0,1.2143,0.0178,0.01197,0.0259,0.0669,1.0,airfoil_0900,68.21910112359551
13.0,1.2699,0.02052,0.01477,0.0326,0.0597,1.0,airfoil_0900,61.885964912280706
14.0,1.3216,0.02431,0.01868,0.0375,0.0539,1.0,airfoil_0900,54.36445907034143
15.0,1.3634,0.02962,0.02417,0.0408,0.0491,1.0,airfoil_0900,46.02970965563808
-5.0,0.0235,0.00802,0.00277,-0.1483,0.9066,0.09,airfoil_0901,2.930174563591023
-4.0,0.1394,0.00731,0.0022,-0.1488,0.8918,0.1433,airfoil_0901,19.069767441860467
-3.0,0.2558,0.00675,0.00181,-0.1493,0.8763,0.2123,airfoil_0901,37.8962962962963
-2.0,0.3724,0.00631,0.00157,-0.1499,0.8587,0.3025,airfoil_0901,59.01743264659272
-1.0,0.489,0.00602,0.00149,-0.1504,0.8411,0.3957,airfoil_0901,81.22923588039866
0.0,0.6027,0.00579,0.0015,-0.1501,0.8136,0.4899,airfoil_0901,104.09326424870467
1.0,0.7156,0.00576,0.0016,-0.1496,0.7797,0.5743,airfoil_0901,124.2361111111111
2.0,0.8206,0.00605,0.00182,-0.1473,0.7043,0.6455,airfoil_0901,135.63636363636363
3.0,0.9103,0.00706,0.00244,-0.1421,0.5662,0.7174,airfoil_0901,128.93767705382436
4.0,0.9941,0.00787,0.00327,-0.1357,0.4348,0.9998,airfoil_0901,126.3151207115629
5.0,1.0809,0.00953,0.00427,-0.1306,0.2992,0.9998,airfoil_0901,113.42077649527806
6.0,1.1601,0.01149,0.00559,-0.1242,0.1747,0.9998,airfoil_0901,100.96605744125326
7.0,1.2354,0.01355,0.00719,-0.1172,0.0903,0.9998,airfoil_0901,91.17343173431735
8.0,1.3124,0.01551,0.00897,-0.1107,0.0538,0.9998,airfoil_0901,84.61637653127015
9.0,1.3868,0.0176,0.011,-0.1041,0.0376,0.9998,airfoil_0901,78.79545454545455
10.0,1.4551,0.02005,0.01355,-0.097,0.0294,0.9998,airfoil_0901,72.57356608478804
11.0,1.5177,0.0229,0.01653,-0.0896,0.0236,0.9998,airfoil_0901,66.27510917030568
12.0,1.5695,0.02661,0.02042,-0.0815,0.0199,0.9998,airfoil_0901,58.981585869973685
13.0,1.605,0.03172,0.02577,-0.0727,0.0174,0.9998,airfoil_0901,50.598991172761664
14.0,1.6394,0.03737,0.03173,-0.0654,0.0157,0.9998,airfoil_0901,43.86941396842387
15.0,1.6424,0.04669,0.04137,-0.0583,0.0144,0.9998,airfoil_0901,35.17669736560291
-5.0,-0.454,0.0089,0.00329,-0.0281,0.9902,0.0367,airfoil_0899,-51.01123595505618
-4.0,-0.3148,0.00784,0.00236,-0.0339,0.9815,0.0726,airfoil_0899,-40.153061224489804
-3.0,-0.1879,0.00654,0.00165,-0.0371,0.9644,0.2213,airfoil_0899,-28.730886850152906
-2.0,-0.0786,0.00563,0.00123,-0.0359,0.9271,0.3825,airfoil_0899,-13.960923623445828
-1.0,0.0284,0.00488,0.00099,-0.0342,0.8739,0.5839,airfoil_0899,5.8196721311475414
0.0,0.1349,0.0045,0.00091,-0.0322,0.7955,0.7583,airfoil_0899,29.977777777777778
1.0,0.2357,0.00443,0.00106,-0.0283,0.6938,0.9445,airfoil_0899,53.205417607223474
2.0,0.3677,0.00526,0.00128,-0.0322,0.5264,0.9922,airfoil_0899,69.90494296577947
3.0,0.4903,0.00628,0.00165,-0.0347,0.3545,1.0,airfoil_0899,78.07324840764332
4.0,0.5862,0.00785,0.00236,-0.0316,0.1505,1.0,airfoil_0899,74.6751592356688
5.0,0.6867,0.00922,0.0033,-0.0292,0.0563,1.0,airfoil_0899,74.47939262472885
6.0,0.7903,0.01052,0.00449,-0.0273,0.0271,1.0,airfoil_0899,75.1235741444867
7.0,0.8928,0.01209,0.00615,-0.0251,0.0189,1.0,airfoil_0899,73.84615384615385
8.0,0.9911,0.01422,0.00848,-0.0223,0.0148,1.0,airfoil_0899,69.69760900140646
9.0,1.0795,0.01753,0.0121,-0.0184,0.0123,1.0,airfoil_0899,61.58014831717056
10.0,1.1673,0.02056,0.01551,-0.0145,0.0107,1.0,airfoil_0899,56.775291828793776
11.0,1.2217,0.0271,0.02267,-0.0074,0.0093,1.0,airfoil_0899,45.08118081180812
12.0,1.2515,0.03332,0.02958,0.0018,0.0088,1.0,airfoil_0899,37.56002400960384
13.0,1.221,0.04555,0.04259,0.0069,0.0085,1.0,airfoil_0899,26.80570801317234
14.0,1.1443,0.07355,0.07135,-0.0098,0.0085,1.0,airfoil_0899,15.5581237253569
15.0,0.6236,0.14954,0.14799,-0.0324,0.0121,1.0,airfoil_0899,4.170121706566805
-5.0,-0.4009,0.00954,0.00356,-0.0152,0.868,0.0638,airfoil_0902,-42.0230607966457
-4.0,-0.2948,0.00902,0.00283,-0.0128,0.7809,0.0874,airfoil_0902,-32.68292682926829
-3.0,-0.1979,0.00736,0.00197,-0.0097,0.7032,0.3392,airfoil_0902,-26.88858695652174
-2.0,-0.0914,0.00679,0.00168,-0.0079,0.6275,0.4938,airfoil_0902,-13.460972017673047
-1.0,0.0178,0.00663,0.00158,-0.0065,0.5491,0.6028,airfoil_0902,2.684766214177979
0.0,0.1266,0.00666,0.00163,-0.0051,0.4661,0.7094,airfoil_0902,19.009009009009006
1.0,0.2363,0.00686,0.00181,-0.0038,0.3929,0.7915,airfoil_0902,34.44606413994169
2.0,0.3465,0.00727,0.0021,-0.0026,0.3249,0.8535,airfoil_0902,47.661623108665744
3.0,0.4553,0.00782,0.00253,-0.0012,0.2706,0.9052,airfoil_0902,58.222506393861885
4.0,0.563,0.00842,0.00308,0.0006,0.2373,0.9473,airfoil_0902,66.86460807600949
5.0,0.6781,0.00908,0.00366,0.0006,0.2137,0.9728,airfoil_0902,74.68061674008811
6.0,0.8179,0.00992,0.00441,-0.0051,0.1924,0.9854,airfoil_0902,82.44959677419354
7.0,0.9557,0.01082,0.00523,-0.0106,0.1712,0.9938,airfoil_0902,88.3271719038817
8.0,1.098,0.0117,0.00607,-0.0173,0.1515,0.9996,airfoil_0902,93.84615384615385
9.0,1.1776,0.01257,0.00695,-0.011,0.137,1.0,airfoil_0902,93.68337311058075
10.0,1.2515,0.0136,0.00799,-0.0037,0.1217,1.0,airfoil_0902,92.02205882352942
11.0,1.3284,0.01493,0.00932,0.0025,0.1031,1.0,airfoil_0902,88.97521768251842
12.0,1.3954,0.01682,0.01119,0.0097,0.085,1.0,airfoil_0902,82.96076099881093
13.0,1.4566,0.01922,0.01368,0.0163,0.0707,1.0,airfoil_0902,75.78563995837668
14.0,1.504,0.02297,0.01751,0.0224,0.0565,1.0,airfoil_0902,65.47670875054419
15.0,1.5339,0.02888,0.0236,0.0268,0.0477,1.0,airfoil_0902,53.112880886426595
-5.0,-0.1027,0.01035,0.00378,-0.0603,0.6112,0.1735,airfoil_0903,-9.922705314009661
-4.0,-0.0176,0.0092,0.00318,-0.0546,0.5704,0.3365,airfoil_0903,-1.9130434782608696
-3.0,0.0839,0.00904,0.00307,-0.0514,0.5306,0.3987,airfoil_0903,9.280973451327435
-2.0,0.1874,0.00907,0.00308,-0.0486,0.4926,0.4429,airfoil_0903,20.66152149944873
-1.0,0.2901,0.00916,0.00317,-0.0458,0.4571,0.4864,airfoil_0903,31.6703056768559
0.0,0.3881,0.00937,0.00337,-0.0422,0.4182,0.539,airfoil_0903,41.41942369263607
1.0,0.4768,0.00967,0.00367,-0.0369,0.381,0.591,airfoil_0903,49.307135470527406
2.0,0.5686,0.01019,0.0042,-0.0327,0.3415,0.6496,airfoil_0903,55.79980372914623
3.0,0.6606,0.01096,0.00496,-0.0289,0.3055,0.7081,airfoil_0903,60.27372262773723
4.0,0.7511,0.01179,0.0059,-0.0251,0.2779,0.7802,airfoil_0903,63.70653095843935
5.0,0.8371,0.01277,0.00708,-0.0208,0.2594,0.8662,airfoil_0903,65.55207517619421
6.0,0.916,0.01394,0.00846,-0.0151,0.2485,0.951,airfoil_0903,65.71018651362985
7.0,1.0234,0.01575,0.01026,-0.0166,0.2384,0.9934,airfoil_0903,64.97777777777779
8.0,1.113,0.01744,0.01195,-0.0153,0.2316,0.9998,airfoil_0903,63.81880733944954
9.0,1.1743,0.0199,0.01442,-0.0099,0.224,0.9998,airfoil_0903,59.010050251256274
10.0,1.2515,0.02217,0.01677,-0.0075,0.219,0.9998,airfoil_0903,56.45015787099685
11.0,1.3142,0.02558,0.02021,-0.0045,0.2119,0.9998,airfoil_0903,51.376075058639564
12.0,1.3819,0.02899,0.02374,-0.0027,0.2058,0.9998,airfoil_0903,47.66816143497758
13.0,1.4397,0.03337,0.0282,-0.0009,0.199,0.9998,airfoil_0903,43.14354210368595
14.0,1.4931,0.03829,0.03325,0.0004,0.1926,0.9998,airfoil_0903,38.994515539305304
15.0,1.5353,0.04443,0.0395,0.0014,0.1851,0.9998,airfoil_0903,34.555480531172634
-5.0,-0.2888,0.00818,0.00277,-0.0658,0.8903,0.1425,airfoil_0905,-35.30562347188264
-4.0,-0.1763,0.00752,0.00222,-0.0652,0.8601,0.1997,airfoil_0905,-23.444148936170215
-3.0,-0.0634,0.00699,0.00182,-0.0647,0.8208,0.2701,airfoil_0905,-9.070100143061516
-2.0,0.0493,0.00665,0.00157,-0.0642,0.7754,0.3507,airfoil_0905,7.413533834586466
-1.0,0.162,0.00641,0.00144,-0.0636,0.724,0.439,airfoil_0905,25.273010920436818
0.0,0.274,0.00631,0.00144,-0.063,0.668,0.5356,airfoil_0905,43.4231378763867
1.0,0.385,0.00632,0.00156,-0.0621,0.6057,0.6366,airfoil_0905,60.91772151898734
2.0,0.4925,0.0063,0.00181,-0.0605,0.5421,0.7882,airfoil_0905,78.17460317460318
3.0,0.5934,0.00662,0.00224,-0.057,0.4624,0.9224,airfoil_0905,89.63746223564955
4.0,0.7184,0.00746,0.00278,-0.0592,0.3769,0.99,airfoil_0905,96.30026809651476
5.0,0.8441,0.00858,0.00345,-0.0623,0.283,0.9999,airfoil_0905,98.37995337995336
6.0,0.9304,0.00975,0.00423,-0.0569,0.2033,0.9999,airfoil_0905,95.42564102564103
7.0,1.0206,0.01117,0.0053,-0.0526,0.133,0.9999,airfoil_0905,91.36974037600716
8.0,1.1104,0.01273,0.00661,-0.0484,0.0883,0.9999,airfoil_0905,87.22702278083268
9.0,1.1975,0.01432,0.00809,-0.0439,0.0624,0.9999,airfoil_0905,83.62430167597766
10.0,1.2724,0.01614,0.00987,-0.0373,0.047,0.9999,airfoil_0905,78.8351920693928
11.0,1.3414,0.01833,0.01215,-0.0305,0.0394,0.9999,airfoil_0905,73.18057828696126
12.0,1.4012,0.02123,0.01518,-0.0236,0.0339,0.9999,airfoil_0905,66.00094206311823
13.0,1.4503,0.02514,0.01928,-0.0169,0.0298,0.9999,airfoil_0905,57.68894192521877
14.0,1.4904,0.03027,0.02461,-0.0114,0.0267,0.9999,airfoil_0905,49.23686818632309
15.0,1.5194,0.0371,0.03174,-0.0073,0.0246,0.9999,airfoil_0905,40.95417789757413
-5.0,0.2989,0.00811,0.00299,-0.2179,0.8924,0.0472,airfoil_0904,36.855733662145504
-4.0,0.4172,0.0075,0.00242,-0.2194,0.8838,0.0782,airfoil_0904,55.62666666666667
-3.0,0.5375,0.00697,0.00204,-0.2213,0.8749,0.1473,airfoil_0904,77.11621233859397
-1.0,0.7702,0.0063,0.00179,-0.223,0.8503,0.3323,airfoil_0904,122.25396825396825
0.0,0.8858,0.00614,0.00188,-0.2237,0.8377,0.4362,airfoil_0904,144.2671009771987
1.0,0.9995,0.00606,0.00201,-0.2238,0.8203,0.5319,airfoil_0904,164.93399339933993
2.0,1.1093,0.00611,0.00224,-0.2228,0.7945,0.615,airfoil_0904,181.55482815057283
3.0,1.2083,0.00642,0.00253,-0.2193,0.7312,0.6772,airfoil_0904,188.208722741433
4.0,1.2578,0.00794,0.00377,-0.2055,0.547,0.9997,airfoil_0904,158.41309823677585
5.0,1.3032,0.01063,0.00556,-0.1919,0.3623,0.9997,airfoil_0904,122.59642521166508
6.0,1.3399,0.01455,0.00825,-0.1781,0.1349,0.9997,airfoil_0904,92.08934707903781
7.0,1.4009,0.01744,0.01068,-0.169,0.051,0.9997,airfoil_0904,80.32683486238533
8.0,1.4706,0.01983,0.01305,-0.1617,0.0323,0.9997,airfoil_0904,74.16036308623298
9.0,1.5343,0.02265,0.01591,-0.1538,0.0204,0.9997,airfoil_0904,67.73951434878587
10.0,1.5906,0.02606,0.01944,-0.1452,0.015,0.9997,airfoil_0904,61.03607060629317
11.0,1.638,0.03024,0.02387,-0.136,0.0126,0.9997,airfoil_0904,54.166666666666664
12.0,1.667,0.03608,0.03,-0.1255,0.0109,0.9997,airfoil_0904,46.20288248337029
13.0,1.6967,0.04232,0.0366,-0.1165,0.0099,0.9997,airfoil_0904,40.092155009451794
14.0,1.7107,0.0506,0.04522,-0.1079,0.0089,0.9997,airfoil_0904,33.80830039525692
15.0,1.6984,0.06261,0.05775,-0.0999,0.0083,0.9997,airfoil_0904,27.12665708353298
-5.0,-0.4142,0.00839,0.00293,-0.0113,0.7764,0.2696,airfoil_0906,-49.36829558998809
-4.0,-0.3102,0.00777,0.00244,-0.0088,0.7041,0.3685,airfoil_0906,-39.92277992277992
